controltype,stillo2road,stillo2lane,starttime,estimatedendtime,vehiclelimit,orientationlimit,speedlimit,heightlimit,controlreason
0,PDSH3,XC2,2024-06-15 16:43:19.273151,/,0,3,16.51,/,3
